system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Oct 7, 2001",0,"10,795",0,0,0,"10,795",0
"Oct 15, 2001",26,"10,795",26,26,26,"10,795",26
"Oct 23, 2001","5,166","10,795","5,166","5,166","5,166","10,795","5,166"
"Oct 31, 2001",0,"10,795",0,0,0,"10,795",0
"Nov 8, 2001","9,264","10,795","9,264","9,264","9,264","10,795","9,264"
"Dec 10, 2001",0,"10,795",0,0,0,"10,795",0
"Jan 3, 2002",5,"10,795",5,5,5,"10,795",5
"Jan 19, 2002",0,"10,795",0,0,0,"10,795",0
"Jan 27, 2002",13,"10,795",13,13,13,"10,795",13
"Feb 12, 2002","1,326","10,795","1,326","1,326","1,326","10,795","1,326"
"Feb 20, 2002",64,"10,795",64,64,64,"10,795",64
"Feb 28, 2002","10,423","10,795","10,423","10,423","10,423","10,795","10,423"
"Mar 16, 2002",0,"10,795",0,0,0,"10,795",0
"Apr 1, 2002","10,794","10,795","10,794","10,794","10,794","10,795","10,794"
"Apr 17, 2002",0,"10,795",0,0,0,"10,795",0
"May 3, 2002","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 11, 2002","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 19, 2002",0,"10,795",0,0,0,"10,795",0
"Jun 4, 2002",118,"10,795",118,118,118,"10,795",118
"Jun 12, 2002","9,023","10,795","9,023","9,023","9,023","10,795","9,023"
"Jun 20, 2002","10,790","10,795","10,790","10,790","10,790","10,795","10,790"
"Jun 28, 2002",0,"10,795",0,0,0,"10,795",0
"Jul 6, 2002","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Jul 14, 2002","10,296","10,795","10,296","10,296","10,296","10,795","10,296"
"Jul 22, 2002",0,"10,795",0,0,0,"10,795",0
"Aug 23, 2002",36,"10,795",36,36,36,"10,795",36
"Aug 31, 2002","10,735","10,795","10,735","10,735","10,735","10,795","10,735"
"Sep 8, 2002",0,"10,795",0,0,0,"10,795",0
"Sep 16, 2002",0,"10,795",0,0,0,"10,795",0
"Sep 24, 2002","10,338","10,795","10,338","10,338","10,338","10,795","10,338"
"Oct 2, 2002","10,779","10,795","10,779","10,779","10,779","10,795","10,779"
"Oct 10, 2002",0,"10,795",0,0,0,"10,795",0
"Oct 18, 2002",0,"10,795",0,0,0,"10,795",0
"Oct 26, 2002",147,"10,795",147,147,147,"10,795",147
"Nov 3, 2002","10,333","10,795","10,333","10,333","10,333","10,795","10,333"
"Nov 11, 2002",0,"10,795",0,0,0,"10,795",0
"Nov 19, 2002",0,"10,795",0,0,0,"10,795",0
"Nov 27, 2002","9,750","10,795","9,750","9,750","9,750","10,795","9,750"
"Dec 5, 2002","10,591","10,795","10,591","10,591","10,591","10,795","10,591"
"Dec 13, 2002",0,"10,795",0,0,0,"10,795",0
"Dec 29, 2002",0,"10,795",0,0,0,"10,795",0
"Jan 6, 2003","10,772","10,795","10,772","10,772","10,772","10,795","10,772"
"Feb 7, 2003","10,780","10,795","10,780","10,780","10,780","10,795","10,780"
"Feb 23, 2003","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Mar 3, 2003",0,"10,795",0,0,0,"10,795",0
"Mar 11, 2003",5,"10,795",5,5,5,"10,795",5
"Mar 19, 2003",0,"10,795",0,0,0,"10,795",0
"Mar 27, 2003",0,"10,795",0,0,0,"10,795",0
"Apr 4, 2003",243,"10,795",243,243,243,"10,795",243
"Apr 12, 2003",0,"10,795",0,0,0,"10,795",0
"Apr 20, 2003",0,"10,795",0,0,0,"10,795",0
"May 6, 2003",0,"10,795",0,0,0,"10,795",0
"May 14, 2003","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 22, 2003","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 30, 2003",0,"10,795",0,0,0,"10,795",0
"Jun 15, 2003","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 1, 2003","4,699","10,795","4,699","4,699","4,699","10,795","4,699"
